fid,max0,max1,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max2,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29,max3,max30,max4,max5,max6,max7,max8,max9,mean0,mean1,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19,mean2,mean20,mean21,mean22,mean23,mean24,mean25,mean26,mean27,mean28,mean29,mean3,mean30,mean4,mean5,mean6,mean7,mean8,mean9,min0,min1,min10,min11,min12,min13,min14,min15,min16,min17,min18,min19,min2,min20,min21,min22,min23,min24,min25,min26,min27,min28,min29,min3,min30,min4,min5,min6,min7,min8,min9,std0,std1,std10,std11,std12,std13,std14,std15,std16,std17,std18,std19,std2,std20,std21,std22,std23,std24,std25,std26,std27,std28,std29,std3,std30,std4,std5,std6,std7,std8,std9
t108,0.899679065,0.899674296,1.463782668,1.431382179,1.365519881,1.299940109,1.21130538,1.109584451,1.024573207,1.020663738,1.019374251,1.015526175,0.899642587,1.233254552,1.532702327,1.782036304,1.988342166,2.192804098,2.325227022,2.426382065,2.481899023,2.425554037,2.349544287,0.90598315,2.389842033,0.981154799,1.056274414,1.137047291,1.25145185,1.364044428,1.440565825,0.218421263,0.218386537,0.082380536,0.07217766,0.062571464,0.055905055,0.051734748,0.050320161,0.05213633,0.059603872,0.083785522,0.238886628,0.218438885,0.525502599,0.865860597,1.17115603,1.404245922,1.55753168,1.640838406,1.704440664,1.739441946,1.699812128,1.642833857,0.218377836,1.651761589,0.215431437,0.200199202,0.166877705,0.125640184,0.099817092,0.090321479,0.079107575,0.079132654,-0.022081358,-0.032314982,-0.042974874,-0.051413693,-0.053389557,-0.051034957,-0.045414474,-0.035730574,-0.01509433,0.049696464,0.079130732,0.18842788,0.179715157,0.171954677,0.165287614,0.159777671,0.154150173,0.149266511,0.14359878,0.134926856,0.125276744,0.078451432,0.117167115,0.067335568,0.044653948,0.0124273,-0.004468995,-0.010668105,-0.015169822,0.112650856,0.112657445,0.229301053,0.227969991,0.224693058,0.221213726,0.215588115,0.206532201,0.196162384,0.188998403,0.18889562,0.157642305,0.112647321,0.137260632,0.204448497,0.302494125,0.385361726,0.440879807,0.471199308,0.494346388,0.507298697,0.494325861,0.474404341,0.114119877,0.477988656,0.135129177,0.163545998,0.191414171,0.213754328,0.2250184,0.228245914
t109,0.904965639,0.904996216,1.294993758,1.285627246,1.256790161,1.220963001,1.165480971,1.086044669,1.023823977,1.020555139,1.02086246,1.055391669,0.904982686,1.258207679,1.533800006,1.832104445,2.051174402,2.270615578,2.385221243,2.478998184,2.530968904,2.455931902,2.352965832,0.911435187,2.383215189,0.986532032,1.054801226,1.131742358,1.195362449,1.245826483,1.279206753,0.193490645,0.193454921,0.072543917,0.063278769,0.054726231,0.04923977,0.046198948,0.045962168,0.049263594,0.058754393,0.08989217,0.263737135,0.193510096,0.560989152,0.902162656,1.196352207,1.412988015,1.551323262,1.624289663,1.682064267,1.713727052,1.670066368,1.607236988,0.193027799,1.613672666,0.186982199,0.173489555,0.14594416,0.109651022,0.087203354,0.079341651,0.062497817,0.062564015,-0.020495748,-0.029453604,-0.041387241,-0.048766881,-0.051141407,-0.049137875,-0.043432202,-0.033208389,-0.015912428,0.046037741,0.062506564,0.130828828,0.127189919,0.123821698,0.120247826,0.117335677,0.114768058,0.11294727,0.110638164,0.106118277,0.103211403,0.061862443,0.105703816,0.055210579,0.039797217,0.004127769,-0.006083784,-0.011678693,-0.015270757,0.109332982,0.109339462,0.203582537,0.202554492,0.200600497,0.199109274,0.196515357,0.191738484,0.186229043,0.183785143,0.186698331,0.157979761,0.109329386,0.1560254,0.232240194,0.32419074,0.397059655,0.444094744,0.469044037,0.489808422,0.501363188,0.484885241,0.45959785,0.110752273,0.461130142,0.130405393,0.155258247,0.177939576,0.195297066,0.20264786,0.203564133
t11,1.011533856,1.011343956,1.337908864,1.284062862,1.190639019,1.097774982,1.083832502,1.056221724,1.038811207,1.033173561,1.029072642,1.022329569,1.011630297,1.152570486,1.329477072,1.617798686,1.919128418,2.128941774,2.233756781,2.327108145,2.380085707,2.32684803,2.239588022,1.011901855,2.236269236,1.027239799,1.062230706,1.12197721,1.142156005,1.257560134,1.330497622,0.328981304,0.328958694,0.18996887,0.169538132,0.151108572,0.139647307,0.133741269,0.1328125,0.136806324,0.150551976,0.193853732,0.327925661,0.328991689,0.572622637,0.865063382,1.13161522,1.336707375,1.469947572,1.538932709,1.588783854,1.614080656,1.575624698,1.522345157,0.329724432,1.523524453,0.33754676,0.333942777,0.306881585,0.264861797,0.229643486,0.207851001,0.061792672,0.061665624,-0.023387082,-0.032113757,-0.041264113,-0.047227602,-0.049422961,-0.047362391,-0.041994803,-0.034414843,-0.018887183,-0.013939259,0.061720319,-0.015365857,-0.014859463,-0.01440723,-0.013508404,-0.013344005,-0.013575459,-0.01325509,-0.012665587,-0.011624535,-0.011340914,0.06228416,-0.01301271,0.062243927,0.042440537,0.00604225,-0.006574868,-0.013022876,-0.017408259,0.179184588,0.179195011,0.278602998,0.275878191,0.274174465,0.274712727,0.275217334,0.273632438,0.270188494,0.267317578,0.2652339,0.238110891,0.179178425,0.192425645,0.205113495,0.281444211,0.36217857,0.418489488,0.448329146,0.469299642,0.479687687,0.466135533,0.446781175,0.180928201,0.449581352,0.204621071,0.234135804,0.259829033,0.277768738,0.284112211,0.281955192
t110,0.874391139,0.874408603,1.305661321,1.296869397,1.268077254,1.233005881,1.179286122,1.09679687,1.016759872,0.983625174,0.958079934,1.027725458,0.874401987,1.267259479,1.551574111,1.806991339,2.027680635,2.261834621,2.387369156,2.483555317,2.534253359,2.466475248,2.378881216,0.881539583,2.420657396,0.969443738,1.058770418,1.131108642,1.20202589,1.254058957,1.288592577,0.187180846,0.187144576,0.059904911,0.050917353,0.042757178,0.037573236,0.034824046,0.034753613,0.037871072,0.046209203,0.071202428,0.237019575,0.187200241,0.530044127,0.871966183,1.172241898,1.397031001,1.542425452,1.620358365,1.681360205,1.715301916,1.674549217,1.615999185,0.186770337,1.625873153,0.180409774,0.164496781,0.133687052,0.095808549,0.074161591,0.066675598,0.059470821,0.059446495,-0.020440992,-0.03089028,-0.04218119,-0.049364205,-0.052197911,-0.050374925,-0.044685163,-0.034708727,-0.014542408,0.033766262,0.059457466,0.154397875,0.149153441,0.144009411,0.140430957,0.139539152,0.137233257,0.135921046,0.132718131,0.123510927,0.114688441,0.059260145,0.113090485,0.056870196,0.040349368,0.007991384,-0.005390172,-0.012151818,-0.015591255,0.093937335,0.093943001,0.189189357,0.188799198,0.187346978,0.18603619,0.18321732,0.17783003,0.17144908,0.167488704,0.167324231,0.132161621,0.093935102,0.124550083,0.210344588,0.311133751,0.390395812,0.441500156,0.46876162,0.490660299,0.50285344,0.487615535,0.464277961,0.095197224,0.466815919,0.113236306,0.137220747,0.160158307,0.178221544,0.186281434,0.188315375
t111,0.884876549,0.884912133,1.263759971,1.254956245,1.2285918,1.195515037,1.145341992,1.075601339,1.020694017,0.992030144,0.973673344,0.986767292,0.88485229,1.248688698,1.484506726,1.712326884,1.936717868,2.154110193,2.274531126,2.368990421,2.420217752,2.36213088,2.285322666,0.891962886,2.325179815,0.976271152,1.05517447,1.125985265,1.177300811,1.220038533,1.249587536,0.189537283,0.189502261,0.045314926,0.036199731,0.028055689,0.022798128,0.020230378,0.020580035,0.023964967,0.032041694,0.054663364,0.207256984,0.189555285,0.492924603,0.834017152,1.141712888,1.377973837,1.534481265,1.620878969,1.68723688,1.724883892,1.6887559,1.636402002,0.189226864,1.64991422,0.182839437,0.163934038,0.128397714,0.086773824,0.061762319,0.052694152,0.069854401,0.069843106,-0.021885516,-0.03092782,-0.039931823,-0.047191706,-0.050122108,-0.048493862,-0.043356556,-0.034526862,-0.018377164,0.033212941,0.069862746,0.110983297,0.109381206,0.108611971,0.108731031,0.10972999,0.110178739,0.109069861,0.105828322,0.100574061,0.096379697,0.069526389,0.093960524,0.062460762,0.043670289,0.012269414,-0.004878296,-0.010172036,-0.014842145,0.085278147,0.085281272,0.166879138,0.166248409,0.164764959,0.163569364,0.161240574,0.15687625,0.151869637,0.149512496,0.152202924,0.130416035,0.085276953,0.122614338,0.187467296,0.27264331,0.343108988,0.38991695,0.415399623,0.435465122,0.446583785,0.433855376,0.414604181,0.08628498,0.41753934,0.101231217,0.122187257,0.142768045,0.158606736,0.16533292,0.166546311
t112,0.940223992,0.940315664,1.173706889,1.160986662,1.140503764,1.124530196,1.099392295,1.065681338,1.030658007,1.027624726,1.029688001,1.029147029,0.940159082,1.108544946,1.572602868,1.93577683,2.179077148,2.321229219,2.372648239,2.423635721,2.467208624,2.414661407,2.33804059,0.944866002,2.368868589,1.008934379,1.062324643,1.127649784,1.160370588,1.171653748,1.174428463,0.205801844,0.205767611,0.070343998,0.060251744,0.051438769,0.046039476,0.043323534,0.043397066,0.046694967,0.055782195,0.083786637,0.239612909,0.205819276,0.522629931,0.857137385,1.155360757,1.381604317,1.529461472,1.609379568,1.671028097,1.705162787,1.665711056,1.608867588,0.205594229,1.617899463,0.201133028,0.185700852,0.153768181,0.113865136,0.088051104,0.078185782,0.064828053,0.064770751,-0.021265795,-0.031660918,-0.042841844,-0.050286908,-0.053103238,-0.051642485,-0.045740243,-0.036075052,-0.015798569,0.031191278,0.064773627,0.13045378,0.130434513,0.132164091,0.13399972,0.134746939,0.134924456,0.135568291,0.136355951,0.135857671,0.134056151,0.064265206,0.128635257,0.057859916,0.043355905,0.011056147,-0.004551211,-0.010419595,-0.014362332,0.102936452,0.102941856,0.196594106,0.196097685,0.194800165,0.193970603,0.191924848,0.187454322,0.181938496,0.178795158,0.179737879,0.150041542,0.102934045,0.141367249,0.222500598,0.325059271,0.408362931,0.462987589,0.492427487,0.515845941,0.528787803,0.5129972,0.488776508,0.104149084,0.491142343,0.121587777,0.145147438,0.168034229,0.186147973,0.194590657,0.196190971
t113,0.881848931,0.881844282,1.303326011,1.292138577,1.258614659,1.216185689,1.15677309,1.07176733,1.01984942,0.999207258,0.996998429,1.038625479,0.881853044,1.257452965,1.563298583,1.830815434,2.161843777,2.417458534,2.555729389,2.663738251,2.722441435,2.64969492,2.548894405,0.889008522,2.583097935,0.975222468,1.060629249,1.12193048,1.189989209,1.245221615,1.284859419,0.204012555,0.203974261,0.055536881,0.045786329,0.036966369,0.031392114,0.028630959,0.028939613,0.032672077,0.041732528,0.066762651,0.237989608,0.204033283,0.548241018,0.913013668,1.235952806,1.479459971,1.637955684,1.723665813,1.790535684,1.827644055,1.783899638,1.720274779,0.203614069,1.72940321,0.19649175,0.177313237,0.141126454,0.097725472,0.071964642,0.063082584,0.079597518,0.079596154,-0.022457922,-0.032646891,-0.043328602,-0.051605266,-0.054745842,-0.052876186,-0.047532558,-0.037462059,-0.018516142,0.038629312,0.079583094,0.178180963,0.171055913,0.163864017,0.157264501,0.152392447,0.14861311,0.145573646,0.141151562,0.13156727,0.121062592,0.078979999,0.116414398,0.070894979,0.048181742,0.010091892,-0.005698103,-0.011132696,-0.01518261,0.092904405,0.092909698,0.185980153,0.185575537,0.184188571,0.183122758,0.180817358,0.176300265,0.171205592,0.168982175,0.171257446,0.137238661,0.092902245,0.118917238,0.197863795,0.299897214,0.382556685,0.437045728,0.466947907,0.490631751,0.503910005,0.489326018,0.46649965,0.094007824,0.469325077,0.110468118,0.133522648,0.156349212,0.174684945,0.183133362,0.185165986
t114,0.918015242,0.918028176,1.345885634,1.332410812,1.291199684,1.237713218,1.170917153,1.081922293,1.024880648,1.023823619,1.02731216,1.028230548,0.917969346,1.256321192,1.52588892,1.820065379,2.12186408,2.376507521,2.518168926,2.629863501,2.690682888,2.616288185,2.511307478,0.923175156,2.546447039,0.989865839,1.05482924,1.129055858,1.202246666,1.274152637,1.323964596,0.220538715,0.220502714,0.074674532,0.064390427,0.055298499,0.049586711,0.046751015,0.046901809,0.050331547,0.059203501,0.08448952,0.242985165,0.220557517,0.5366405,0.885507584,1.198377314,1.437309559,1.594706069,1.68072366,1.746958086,1.783586529,1.742239395,1.682124747,0.220388238,1.690833748,0.216054099,0.19905627,0.163773811,0.120426964,0.092881085,0.082883906,0.072360232,0.072311863,-0.021873144,-0.031769034,-0.046855029,-0.056674521,-0.058182385,-0.054477584,-0.048374515,-0.039172459,-0.016813641,0.034359425,0.072291061,0.191912934,0.188381195,0.183934838,0.178850383,0.173988402,0.16917029,0.165974841,0.162541315,0.155808002,0.147848472,0.07160414,0.140838295,0.063185811,0.049407072,0.012370341,-0.004559714,-0.010944344,-0.015152211,0.104099753,0.104104961,0.208530851,0.207992577,0.206327637,0.204998655,0.202300959,0.197197218,0.191494081,0.18897489,0.191309467,0.157868686,0.104097408,0.137320644,0.217912616,0.328338154,0.419803835,0.480661185,0.514051902,0.540057613,0.554493712,0.538797332,0.514391203,0.105329835,0.517398769,0.12357983,0.14921499,0.174732612,0.195356045,0.205478415,0.207748184
t115,0.912915707,0.912950516,1.332002759,1.323318601,1.287950516,1.241687536,1.177869678,1.094388843,1.022939682,1.024300694,1.026944637,1.054969549,0.912921131,1.266143918,1.596435547,1.881178856,2.089329243,2.284401894,2.409747839,2.512904644,2.571300507,2.501981974,2.400822163,0.918493152,2.425028324,0.98995316,1.054388285,1.124339938,1.196926475,1.259750962,1.307538509,0.202300389,0.202262846,0.056741442,0.046838467,0.037954447,0.032484528,0.030041485,0.031093499,0.036181729,0.047637592,0.078895595,0.256085527,0.202320272,0.565392464,0.925399101,1.240785581,1.476152775,1.627748148,1.708468357,1.771693551,1.80648782,1.761718159,1.696580566,0.201787039,1.702762423,0.19424711,0.176706267,0.143296344,0.101302214,0.073794926,0.064261183,0.073971562,0.073944815,-0.020986384,-0.031262081,-0.042043794,-0.05056718,-0.053613711,-0.051797945,-0.045812357,-0.035747062,-0.015455621,0.055725489,0.073959589,0.203434289,0.201074436,0.197439909,0.194001317,0.19238618,0.191738993,0.192336217,0.190896198,0.180908918,0.167227656,0.074632719,0.160373256,0.075189933,0.050790165,0.012620246,-0.004486776,-0.010446245,-0.014503884,0.091552898,0.091556619,0.168424725,0.168010233,0.167091971,0.167022916,0.166723836,0.165599975,0.164953388,0.168138478,0.177707672,0.154520656,0.091550472,0.147312968,0.214609706,0.304021153,0.377781704,0.426422111,0.452835748,0.474493518,0.486661872,0.471398088,0.447464971,0.092436361,0.449092721,0.106338998,0.126472428,0.146178358,0.161445707,0.167930612,0.168342801
t116,0.900727272,0.900688946,1.204948187,1.197066426,1.175596476,1.148242354,1.111063242,1.063779116,1.023349047,1.01922226,1.023788095,1.067953348,0.90068984,1.259421945,1.515545487,1.791795254,2.11240983,2.357905388,2.490778923,2.596220016,2.653289557,2.578193665,2.475148201,0.906478465,2.518302202,0.982507586,1.061942458,1.120654941,1.157407284,1.176962018,1.19629395,0.206744344,0.206707278,0.05881255,0.04883021,0.040181731,0.035005902,0.032867555,0.034008198,0.03863035,0.048588911,0.074604117,0.236339806,0.20676399,0.536795337,0.891632351,1.207759568,1.447677029,1.604848396,1.690468175,1.756943215,1.794009693,1.752348804,1.691575561,0.20646555,1.700972042,0.200487084,0.181734268,0.145226176,0.101415924,0.076184814,0.066889574,0.073401034,0.073382169,-0.022832645,-0.033299234,-0.045826491,-0.054942049,-0.057499629,-0.054787613,-0.048379224,-0.038275987,-0.01643553,0.038843885,0.073411956,0.196980491,0.194839478,0.192274556,0.190540045,0.189879894,0.188658625,0.186347127,0.182178244,0.1746317,0.168954328,0.074226104,0.170174569,0.073137216,0.048701216,0.009163409,-0.005237148,-0.01160572,-0.015925918,0.096940378,0.096944888,0.178635611,0.178467404,0.178107212,0.178590471,0.178378197,0.17649089,0.174174226,0.174456532,0.178397451,0.146997407,0.096938531,0.131503184,0.215901266,0.324414109,0.412745498,0.471275826,0.503550213,0.529159446,0.543457561,0.527545649,0.50283956,0.09793194,0.506046299,0.113021557,0.134591277,0.155931887,0.172529424,0.178450542,0.178627819
t117,0.928073883,0.928071082,1.297246099,1.289950848,1.263448834,1.227262259,1.167986989,1.083209872,1.022245288,1.028263927,1.030382276,1.027270079,0.928066671,1.292533636,1.629225016,1.925340772,2.147275209,2.251437187,2.370986938,2.473932505,2.535490036,2.478913546,2.399456024,0.933125079,2.429529428,0.992496789,1.055818439,1.122413158,1.195023894,1.247548699,1.280008078,0.21204581,0.212012437,0.095607422,0.085379649,0.076394577,0.071001329,0.06829479,0.068505552,0.072532557,0.083542609,0.114986853,0.2710983,0.212062179,0.547557312,0.870789905,1.156155693,1.370621403,1.509195639,1.582494326,1.63878553,1.669453444,1.630108515,1.574357265,0.212016384,1.581151637,0.210198338,0.198862667,0.171387148,0.135624552,0.112851671,0.103721295,0.05133459,0.051200666,-0.022702795,-0.03463389,-0.046966959,-0.055150695,-0.058421977,-0.056584686,-0.050193526,-0.039022371,-0.015924092,0.036017716,0.051310942,0.213608995,0.203016013,0.191632494,0.184078917,0.179615468,0.177119255,0.17683351,0.175797254,0.169420063,0.162503958,0.050674658,0.158997923,0.04308778,0.03259768,0.009968204,-0.005177184,-0.012215415,-0.016945994,0.112348805,0.112357335,0.221883523,0.221113828,0.219334452,0.218045144,0.215407848,0.210356533,0.204781547,0.202771194,0.206446219,0.171959616,0.112346053,0.146642222,0.218828054,0.326363105,0.4169559,0.477349867,0.510353115,0.5358209,0.550036695,0.535391928,0.512797522,0.113840388,0.516626804,0.134597572,0.16175797,0.187964569,0.209077922,0.219178788,0.221316168
t118,0.909019172,0.90905422,1.341489077,1.324178457,1.282168865,1.234978795,1.177769542,1.093500972,1.024404407,1.024297833,1.023869753,1.048019886,0.909045041,1.256835818,1.601933002,1.908361197,2.274064541,2.526692867,2.663351774,2.774725199,2.835124016,2.750012398,2.630670547,0.916322887,2.662259102,0.997330844,1.059168339,1.125226021,1.206742406,1.276836634,1.322458744,0.21808691,0.218047154,0.066618245,0.056282733,0.047142448,0.041753761,0.039420324,0.040560925,0.045919389,0.058098646,0.093333178,0.288290209,0.218110119,0.618392262,0.997862559,1.325176923,1.565962628,1.71941705,1.800322742,1.864987961,1.899668578,1.846445407,1.768250752,0.217505964,1.76921884,0.209674207,0.192706474,0.159422967,0.115186022,0.084502223,0.074360698,0.058360904,0.05844193,-0.021667643,-0.032115158,-0.044441592,-0.053787243,-0.055744328,-0.053335886,-0.047050636,-0.036485974,-0.013523355,0.087529659,0.058350291,0.227405131,0.22125493,0.211733148,0.202593729,0.197779298,0.194595739,0.194458559,0.194472805,0.190089956,0.19250308,0.057787757,0.206826508,0.051626481,0.039984562,0.013309231,-0.004750566,-0.010833881,-0.014732468,0.089688775,0.089694079,0.179308216,0.179521173,0.179628678,0.180616393,0.181157017,0.18042893,0.179683179,0.182155987,0.188012358,0.145886815,0.089685332,0.127829201,0.223694101,0.340371908,0.432456091,0.49190468,0.523981771,0.55003468,0.564625617,0.54665781,0.518216718,0.090798562,0.520234449,0.107221754,0.129671024,0.151617529,0.169812449,0.178606801,0.179194489
t119,0.916969538,0.917005241,1.231217265,1.212315083,1.180256605,1.151396513,1.118478417,1.066349626,1.028992414,1.035950661,1.036661744,1.027667165,0.917013705,1.180221438,1.559607744,2.023200035,2.372997522,2.576545238,2.704019308,2.807821035,2.863452196,2.791067362,2.694628239,0.922727287,2.729654789,0.987943947,1.058799982,1.119983315,1.173792124,1.211152434,1.229649544,0.214059274,0.214021804,0.060429585,0.050704289,0.042102092,0.036829743,0.034310038,0.034713152,0.038344692,0.047105993,0.072687111,0.242391927,0.214079433,0.548424866,0.910069301,1.2322288,1.476474275,1.636148922,1.722587458,1.789384625,1.825713235,1.780249422,1.714199638,0.213674355,1.721488962,0.206984211,0.188592791,0.152752739,0.108235761,0.079197695,0.06831333,0.062291533,0.062317498,-0.022527942,-0.03408879,-0.04710776,-0.055197883,-0.057270821,-0.054571074,-0.048494406,-0.038449764,-0.015270593,0.03388682,0.062365219,0.192629859,0.19026202,0.186519474,0.182645053,0.179001689,0.175358549,0.17332007,0.17118232,0.165403292,0.159699723,0.061637241,0.157914653,0.053355321,0.038205478,0.009307769,-0.005184569,-0.012554029,-0.016386619,0.100210549,0.100213752,0.19132533,0.191034608,0.190079181,0.189547637,0.187689082,0.183410044,0.178166284,0.175065231,0.174852246,0.137779859,0.100210034,0.132341223,0.232143608,0.348561434,0.441072342,0.501677594,0.534699139,0.560889689,0.574999868,0.556175991,0.527007961,0.101263419,0.527792463,0.117046982,0.139328426,0.161481185,0.179536766,0.188534283,0.190687294
t12,0.935889184,0.935880661,1.227748394,1.21498251,1.192044139,1.167693257,1.128918171,1.065668702,1.03767705,1.024420023,1.01525259,1.010845304,0.935877442,1.107776999,1.241097212,1.556221962,1.857924104,2.050509214,2.142851353,2.211943626,2.245101929,2.175316095,2.075897932,0.940865517,2.087212324,0.999004245,1.054089427,1.128938198,1.181560278,1.209775925,1.224192023,0.344650142,0.344630872,0.239031602,0.221088377,0.205161739,0.195860339,0.191385344,0.19085992,0.194483106,0.206929806,0.247266352,0.36957506,0.344658508,0.580975955,0.831335948,1.056541344,1.227464316,1.336677157,1.391487626,1.4316476,1.451724406,1.415849477,1.36654213,0.345541238,1.365205754,0.356779239,0.360372406,0.342302379,0.308301916,0.276610442,0.255667593,0.063614361,0.063487537,-0.021410601,-0.030355234,-0.038854517,-0.045120545,-0.047804564,-0.046164345,-0.041010838,-0.033077244,-0.017218474,0.042359222,0.063755848,0.235635445,0.246018693,0.252126336,0.256784052,0.263081729,0.270330966,0.275056392,0.277184159,0.270186543,0.261084855,0.06253536,0.260837197,0.04921044,0.027795961,-0.000684397,-0.007635179,-0.012431242,-0.015591285,0.187065236,0.18707458,0.299875554,0.299401693,0.300312579,0.303683769,0.306411411,0.305942048,0.30215726,0.296552508,0.28614288,0.239875831,0.187059569,0.172401922,0.174535685,0.260363507,0.34941782,0.410197377,0.442131828,0.464049031,0.474775958,0.461454144,0.442121705,0.188882026,0.44471181,0.21357141,0.244163589,0.27077414,0.2903837,0.300010174,0.300713887
t121,0.913101554,0.913060188,1.224690795,1.216419101,1.197010279,1.173834801,1.133459926,1.071831942,1.024574995,1.019595981,1.023214579,1.021817803,0.913083196,1.218724251,1.528653383,1.750959396,1.974610686,2.190757275,2.303756475,2.398413897,2.457693577,2.406028271,2.336905241,0.918834031,2.385114431,0.987391114,1.059485197,1.115529776,1.165624261,1.198120713,1.216909051,0.185224514,0.185189413,0.057205697,0.048161116,0.040035153,0.034805459,0.032025544,0.031889122,0.034734047,0.042430704,0.065992239,0.22081618,0.185242654,0.503778407,0.837320635,1.133659074,1.357916259,1.504379526,1.583880882,1.645641852,1.680621498,1.643900953,1.591068883,0.18490393,1.603302625,0.179076932,0.162592668,0.130831178,0.092975977,0.071767337,0.064176615,0.05471199,0.054490443,-0.020777715,-0.0306092,-0.039533809,-0.045383569,-0.047940474,-0.046450183,-0.040966202,-0.032098603,-0.016746964,0.036117274,0.054608785,0.185483128,0.183101505,0.178936705,0.174429104,0.171257615,0.168839261,0.168290198,0.166867495,0.159501523,0.150179878,0.055080336,0.146213695,0.050807692,0.035304252,0.006851559,-0.005267384,-0.010410928,-0.014082833,0.101659187,0.101664619,0.190554238,0.189518062,0.187556983,0.185961062,0.183099245,0.177819776,0.171477341,0.167294339,0.166919008,0.138437908,0.101656809,0.128234958,0.198699629,0.288459301,0.361103439,0.408686672,0.434342479,0.454888814,0.46645547,0.45309637,0.432811262,0.102921558,0.436080258,0.12079192,0.144255805,0.16625416,0.182797794,0.189403514,0.1904425
t122,0.927173257,0.92714256,1.321927547,1.297957301,1.242333174,1.178964853,1.132286429,1.065233231,1.028316498,1.021911979,1.027604938,1.027856827,0.927144051,1.273521543,1.635679841,1.985169411,2.223062754,2.427212954,2.541868687,2.643839836,2.703161716,2.621027708,2.496181965,0.931832135,2.512657642,0.992951035,1.051690459,1.124622226,1.185980082,1.257669568,1.303543329,0.247987684,0.2479492,0.094040822,0.082657774,0.07194287,0.065128914,0.061341643,0.061096224,0.065533041,0.078286777,0.119292502,0.322123193,0.248010775,0.656196951,1.037952575,1.365067659,1.604410195,1.756493759,1.83608457,1.899715113,1.932931532,1.875621591,1.791278107,0.247472198,1.787591677,0.241335431,0.2276005,0.196909887,0.152118734,0.115609158,0.102373952,0.112623706,0.112731442,-0.020500092,-0.031270493,-0.041469023,-0.048279904,-0.051268168,-0.049781576,-0.043654449,-0.032302525,-0.009342471,0.136819661,0.112589158,0.315780133,0.312899768,0.307598084,0.304922402,0.304849744,0.298441738,0.294838548,0.290815234,0.278141916,0.263546884,0.1116414,0.257483751,0.099439226,0.077150948,0.038450558,-0.002095469,-0.009859848,-0.013918829,0.104895381,0.10490358,0.215331775,0.214559404,0.213166099,0.212481586,0.210919711,0.20738267,0.203363472,0.202926306,0.207472128,0.160204993,0.104888527,0.131496775,0.219444057,0.33646361,0.430198146,0.490450947,0.522347616,0.547608176,0.561669861,0.544545345,0.51726972,0.106411274,0.518661042,0.127264629,0.153667491,0.178844071,0.200508068,0.213599253,0.215488498
t123,0.912127316,0.912114024,1.2703861,1.254412889,1.229923368,1.196910143,1.145865917,1.074871302,1.026728272,1.021577835,1.019013524,1.084840298,0.912095249,1.275962234,1.647111535,2.037867546,2.30896616,2.449545622,2.548195124,2.657125473,2.716346741,2.642669439,2.540645361,0.91773349,2.577389002,0.985765278,1.058756113,1.123175144,1.188302636,1.234575152,1.262061477,0.206535236,0.206497958,0.075213156,0.065321577,0.056432448,0.05091794,0.048061539,0.048093304,0.051575557,0.060860543,0.088663344,0.260283212,0.206555587,0.566011157,0.920328972,1.228916862,1.458212047,1.60569583,1.684441121,1.746828559,1.781452718,1.737160533,1.672538698,0.20618722,1.679309997,0.200540587,0.184885012,0.153072559,0.113217972,0.090670857,0.082621881,0.066358872,0.066338055,-0.021513995,-0.032483082,-0.046528023,-0.05581088,-0.057774317,-0.056099482,-0.0498018,-0.038768392,-0.015896883,0.046870977,0.066386349,0.230369404,0.223489165,0.216226608,0.20978789,0.204259962,0.198901579,0.195096642,0.190738946,0.180992737,0.170329496,0.065703735,0.166496009,0.058011327,0.041882455,0.003244086,-0.005803445,-0.010317351,-0.014481233,0.110735251,0.11074234,0.210105518,0.20965992,0.208528927,0.207961843,0.206109602,0.2017233,0.196262809,0.193256495,0.194188834,0.157836265,0.110731857,0.146134733,0.234867239,0.34368623,0.430184784,0.486477361,0.516910468,0.541599432,0.555320051,0.537800926,0.510677738,0.112106,0.512932384,0.131693069,0.157683635,0.182362602,0.201417387,0.208869133,0.209817418
